# z 	 DM_ext
0.446118	517.292119
0.563727	878.593606
0.351680	285.466326
0.594710	457.137609
0.536917	313.783791
0.520660	327.096572
0.420552	183.927610
0.478646	250.923044
0.524388	512.706211
0.474438	411.282711
0.561353	687.662264
0.457688	670.770909
0.336098	465.216130
0.343605	369.962876
0.091852	48.410933
0.393831	495.256706
0.578992	543.784778
0.594333	369.946372
0.336225	503.749600
0.647402	590.236447
0.486928	369.573818
0.634240	901.727250
0.564337	860.752670
0.569827	549.704422
0.241054	205.963810
0.347417	387.579221
0.106309	190.824661
0.567624	304.102405
0.416076	465.363046
0.591813	959.280054
0.413343	313.758044
0.602709	908.225624
0.283697	530.020068
0.316415	233.236106
0.414309	540.497367
0.446403	348.994007
0.418178	574.628785
0.584028	767.954583
0.253238	167.244684
0.419412	531.019617
0.608602	820.459731
0.220278	205.669496
0.642204	461.951110
0.655814	400.875150
0.244758	272.861580
0.388656	762.631564
0.429634	607.590780
0.588353	582.744111
0.523848	559.448611
0.541923	441.916513
0.581935	419.567736
0.272811	270.685014
0.607280	613.115952
0.563934	649.805842
0.516737	850.472635
0.625586	699.498325
0.562059	646.887891
0.335723	167.571072
0.455941	993.860926
0.483477	662.409887
0.205299	357.286302
0.646034	629.186837
0.281925	296.563671
0.561052	598.068555
0.488499	348.677414
0.155286	233.265875
0.636688	926.355637
0.613367	451.940755
0.495824	266.463763
0.352951	469.362525
0.275995	202.903587
0.425324	494.076528
0.368679	457.637534
0.488687	437.777717
0.649683	858.133970
0.515816	570.338349
0.625649	881.003625
0.544306	707.046570
0.475615	695.715163
0.614268	242.547401
0.473974	356.397401
0.618808	373.779302
0.388820	371.333572
0.282122	467.832658
0.614498	625.108898
0.520604	734.438710
0.625381	552.527201
0.640792	614.665314
0.203103	376.494649
0.486338	469.435039
0.430852	591.124851
0.535092	423.186570
0.594142	943.437693
0.382844	430.617525
0.508754	659.877496
0.565028	315.466763
0.286777	295.737623
0.600966	881.363549
0.527701	773.078013
0.644448	315.897503
0.413638	344.725590
0.263930	254.424434
0.488610	329.838414
0.241868	338.911789
0.650646	516.124007
0.180216	148.937082
0.580564	704.890358
0.496164	513.131649
0.427832	549.572211
0.219105	462.708763
0.533718	321.695426
0.519764	657.916769
0.383005	267.299765
0.632103	616.233534
0.395497	129.043437
0.464698	308.884474
0.503617	440.028843
0.256441	207.466860
0.639018	929.103802
0.430649	565.697699
0.236451	498.379394
0.436647	504.958823
0.525469	414.076391
0.491529	435.375586
0.560017	482.492257
0.205664	182.148286
0.385006	500.289270
0.602675	636.565842
0.235478	203.685616
0.614553	437.978563
0.248178	31.382536
0.607689	470.203102
0.424068	239.870889
0.529995	709.504489
0.301346	173.045743
0.219507	306.278394
0.344873	305.444715
0.281316	98.608514
0.399839	561.237544
0.491826	544.277617
0.521118	401.631448
0.592893	862.715639
0.546260	241.727367
0.528699	380.702655
0.447897	579.198944
0.475008	590.441468
0.449135	360.714195
0.610214	331.090202
0.353597	528.778605
0.091392	82.669960
0.544467	391.409663
0.336222	356.994183
0.625708	940.103418
0.615709	332.563541
0.231946	337.079825
0.262295	294.662019
0.483944	477.882862
0.528873	679.437970
0.379705	694.524893
0.567858	455.413734
0.523464	335.675213
0.406230	650.984594
0.154716	217.840283
0.579415	589.566372
0.344124	397.819664
0.607695	759.024883
0.451728	620.611635
0.516635	813.728169
0.620201	605.899151
0.617191	538.651606
0.429215	519.386100
0.340385	317.405384
0.587932	682.544410
0.457416	428.773295
0.329316	180.311065
0.630265	641.363696
0.333358	444.038899
0.155666	260.940598
0.142782	150.966893
0.533774	377.398983
0.548233	533.520957
0.399129	553.106826
0.403768	383.838598
0.413621	516.838759
0.554891	581.829462
0.209235	165.109054
0.638062	856.551401
0.348994	167.092448
0.659900	710.368948
0.315096	209.764167
0.586712	309.925167
0.349546	367.777132
0.236525	247.334077
0.620840	779.783297
0.615613	790.703356
0.444163	571.685740
0.562797	531.360334
0.508859	588.823927
0.613731	673.821578
0.401214	381.643281
0.495588	555.064491
0.479868	791.996177
0.420726	288.521060
0.626136	926.933366
0.311022	96.048659
0.298756	234.687676
0.516571	423.320606
0.546716	636.630136
0.331043	166.343822
0.438242	683.911756
0.643521	880.880013
0.363547	435.459840
0.550651	701.971767
0.575973	916.155041
0.464005	647.418356
0.640698	681.776911
0.574766	702.094958
0.468237	509.254850
0.513642	574.332677
0.559333	512.300476
0.522426	525.872520
0.622050	355.172750
0.422178	366.343509
0.393263	486.646127
0.343544	618.673415
0.178675	406.033646
0.187323	208.315807
0.619268	707.309365
0.554259	402.271343
0.547819	692.076460
0.530908	331.852101
0.612515	517.797517
0.477729	566.256871
0.619383	543.322891
0.423418	163.497813
0.637305	912.940402
0.561475	519.455554
0.369686	150.597722
0.511601	254.492582
0.499346	398.687953
0.289596	171.709015
0.522066	686.199368
0.401074	327.953586
0.201306	330.083716
0.644173	475.765834
0.540867	555.709437
0.621478	750.481266
0.553420	645.279383
0.422225	489.926712
0.491137	773.644668
0.553309	443.775495
0.647776	672.126155
0.367662	566.707982
0.620854	396.945106
0.636478	335.445063
0.551391	424.745239
0.638737	755.799657
0.441552	384.250496
0.645530	488.161171
0.562933	557.888189
0.185708	232.535193
0.631042	528.772269
0.479492	432.462268
0.469268	531.270168
0.512528	859.364784
0.298660	370.746312
0.473040	642.261518
0.606596	554.861197
0.129693	98.958845
0.378597	369.570811
0.068172	150.164638
0.449671	447.672431
0.571875	790.808485
0.595875	1074.880531
0.643093	370.183148
0.528603	249.383230
0.368216	219.843238
0.636500	613.909661
0.587989	394.898420
0.515613	758.626352
0.560407	188.456691
0.636553	565.425344
0.566315	405.698969
0.427714	748.370796
0.566538	679.540438
0.182885	355.687950
0.436239	799.965117
0.445419	457.693948
0.311720	247.377548
0.149560	88.597081
0.285916	196.502619
0.545671	670.352168
0.597049	285.151141
0.656392	347.022246
0.417026	470.747255
0.525158	614.696619
0.640579	755.491343
0.311868	272.611942
0.568155	760.547781
0.581069	617.005754
0.245180	103.574221
0.616422	840.666917
0.600646	962.281752
0.170860	40.716700
0.247350	219.129063
0.196662	223.789681
0.411246	251.912728
0.489750	742.652504
0.499073	420.929592
0.375655	513.748227
0.632538	750.432569
0.427661	486.668625
0.191288	122.722903
0.393444	317.351331
0.498577	218.440638
0.446283	339.403209
0.379113	332.183228
0.284216	431.874057
0.602653	556.084396
0.658823	839.299081
0.408625	398.082351
0.433993	580.422949
0.532178	955.575913
0.568433	468.296590
0.438851	645.490161
0.630425	744.009900
0.510009	704.138708
0.464986	545.915234
0.542768	540.691529
0.645464	515.982953
0.594464	366.894195
0.182445	200.384164
0.410022	818.238873
0.473625	603.489865
0.400935	346.637521
0.562017	763.475258
0.604998	771.674003
0.572927	481.524067
0.656739	220.926337
0.378391	200.234969
0.620858	881.578881
0.585041	808.928718
0.424739	343.616212
0.573890	505.541127
0.260120	380.973918
0.592714	940.595420
0.499066	673.065592
0.389204	445.954270
0.546091	447.002420
0.540915	566.170539
0.340768	231.894645
0.165129	315.978510
0.457656	440.167564
0.513710	771.193917
0.621377	589.255619
0.637779	865.724205
0.497653	446.418983
0.580667	572.207474
0.460154	530.411662
0.578017	302.044102
0.337745	613.280418
0.428999	468.904046
0.538192	561.931762
0.137260	253.012896
0.569837	809.602589
0.608043	660.941523
0.442133	711.989529
0.463924	203.931434
0.613187	394.918350
0.588104	654.889100
0.386968	339.048988
0.405797	398.538598
0.554432	485.639633
0.511255	522.422146
0.308348	450.932084
0.398549	472.639670
0.628854	1245.088018
0.557754	765.313931
0.655709	732.781799
0.585173	506.393190
0.642089	597.743761
0.345031	509.034746
0.586691	227.221097
0.142624	100.117272
0.551516	826.242077
0.473089	560.674439
0.417222	293.513988
0.616796	500.263051
0.614158	859.246203
0.147720	297.602831
0.528980	424.476547
0.427455	398.121163
0.449648	659.602544
0.606896	804.471596
0.398502	559.094675
0.642424	692.591713
0.320823	535.174554
0.548612	483.042667
0.552000	384.469856
0.366807	479.790656
0.406192	458.156542
0.607802	852.136569
0.583401	326.897292
0.408399	596.371824
0.499716	411.289057
0.213866	283.141601
0.340293	87.665270
0.480056	566.756962
0.242040	333.417859
0.610595	568.498622
0.568281	434.378220
0.642607	696.306994
0.559636	778.183642
0.641597	604.311264
0.507857	399.505904
0.525476	427.864673
0.652942	1029.944622
0.541102	493.170560
0.165890	16.979855
0.570304	748.798214
0.630596	776.304198
0.594808	416.002271
0.519233	950.803161
0.551711	628.486012
0.657002	680.483676
0.246918	221.409795
0.550248	823.506575
0.384382	282.347966
0.540353	444.921927
0.528272	337.029444
0.301780	423.343401
0.339005	385.123290
0.533518	613.211608
0.281633	197.269971
0.374252	452.877644
0.607948	774.158507
0.407383	351.312621
0.480990	660.893438
0.641828	586.557857
0.351851	474.822967
0.437735	157.293676
0.527832	568.310018
0.581192	981.834547
0.629385	1136.156494
0.633764	566.380899
0.588437	576.610325
0.352576	137.785383
0.153475	296.112830
0.435003	488.119549
0.292521	299.220061
0.565611	348.280530
0.548036	884.938791
0.188837	216.699048
0.608390	534.008470
0.364794	325.410091
0.457040	367.336231
0.550496	614.005870
0.455796	740.511393
0.461024	678.893244
0.218840	226.420762
0.443190	634.641645
0.584437	601.598620
0.633670	515.178052
0.448673	861.585871
0.453202	380.663578
0.562878	505.991611
0.642338	1150.092619
0.375314	245.088275
0.460523	612.071016
0.594940	928.075627
0.529051	557.387071
0.266176	15.449740
0.535788	510.468925
0.325729	166.123137
0.490129	514.952239
0.497772	672.375597
0.621248	621.305744
0.470196	450.063878
0.382212	417.566187
0.354185	406.975822
0.620620	866.314959
0.314729	257.472960
0.454219	630.452035
0.326021	363.095618
0.587308	502.007511
0.475246	412.409521
0.419376	393.474216
0.424218	498.532510
0.613490	488.966899
0.507567	789.981195
0.568233	665.088016
0.627916	957.102231
0.629413	314.806224
0.408102	363.918717
0.645354	287.130924
0.153623	109.788987
0.431737	633.880765
0.627521	281.219365
0.379554	370.240754
0.378689	206.191890
0.394712	379.885165
0.530034	743.163388
0.459729	554.734516
0.571325	725.592195
0.627238	587.155763
0.552753	906.172193
0.337528	453.197038
0.639181	627.618701
0.373863	369.971337
0.299053	551.956903
0.246204	293.438739
0.511328	634.342457
0.269057	255.689140
0.290303	191.750956
0.393339	497.273201
0.383427	444.652295
0.526996	554.801338
0.601853	707.050867
0.583245	438.355745
0.372722	517.627692
0.362777	639.628961
0.649492	937.598301
0.103807	93.562756
0.622378	598.284450
0.334429	475.155446
0.643746	718.940812
0.415020	453.213637
0.460614	753.648829
0.564462	614.375818
0.520701	551.481447
0.402702	161.621265
0.507590	245.796968
0.572705	129.364467
0.186238	355.939328
0.115651	141.168863
0.468298	477.335402
0.284641	449.359623
0.549200	621.896135
0.343680	399.179878
0.457315	394.224228
0.333071	510.101053
0.505484	348.300430
0.271106	104.121475
0.149609	98.310559
0.199572	144.567668
0.645916	545.776760
0.293107	364.171372
0.564940	436.043514
0.221654	302.404523
0.263944	124.338135
0.489581	306.210581
0.471211	487.254019
0.645083	961.202149
0.642982	887.439883
0.589440	982.536135
0.526188	629.748574
0.466961	580.297536
0.421833	484.713465
0.643684	730.326734
0.526493	342.605929
0.517404	557.902423
0.354754	314.542012
0.193040	219.330273
0.643092	693.290835
0.400529	229.082595
0.461592	407.080768
0.269844	78.137512
0.608498	1042.954449
0.159542	60.944443
0.607536	495.139796
0.291513	476.453658
0.624572	651.863117
0.572381	381.145792
0.310141	272.750552
0.512275	352.047948
0.399969	263.504979
0.319844	98.551498
0.615753	606.450045
0.444141	615.939588
0.441859	496.898547
0.313923	371.600459
0.434671	306.797338
0.619772	566.826044
0.425197	615.644889
0.645091	382.710911
0.643442	890.599275
0.295168	295.930321
0.319198	477.611687
0.616884	551.356127
0.439190	375.661192
0.083246	156.709841
0.379129	516.213651
0.524494	428.010414
0.596041	1003.099770
0.285922	114.320986
0.266135	89.280957
0.635852	707.137562
0.579757	719.662539
0.521507	883.230701
0.585912	556.697894
0.455546	135.593240
0.582258	659.262025
0.429350	349.427061
0.362060	398.518408
0.572117	582.632484
0.451451	209.316408
0.654297	682.206554
0.418562	406.500673
0.635737	792.513037
0.639269	744.613686
0.360731	235.929226
0.595691	450.189482
0.457414	353.723569
0.634412	476.841163
0.464871	547.033378
0.577405	1101.558163
0.472105	575.093503
0.352251	406.394042
0.334180	320.024709
0.454025	407.486374
0.581246	871.114869
0.527310	905.959455
0.557916	574.351295
0.383796	298.838075
0.478220	624.532459
0.189499	93.855685
0.602113	774.170738
0.656910	908.678170
0.445672	274.210773
0.114788	308.239843
0.313855	672.100373
0.544907	859.586899
0.529947	565.877518
0.592220	473.319164
0.367786	406.729068
0.584023	568.093071
0.557686	412.527787
0.405204	379.574158
0.504301	604.650305
0.297025	115.099562
0.465927	442.927361
0.622852	218.986657
0.452132	607.450463
0.609364	703.315312
0.521688	260.513741
0.329205	613.872667
0.518186	168.067705
0.488397	544.070270
0.441904	593.508055
0.274260	406.411272
0.450120	148.992514
0.227400	410.754613
0.255021	468.376192
0.449764	495.123537
0.396166	406.207847
0.636939	326.424903
0.431203	470.734104
0.582054	563.842257
0.498231	653.951598
0.563393	537.952254
0.371371	466.563609
0.642067	400.694959
0.498168	301.478813
0.606661	421.013736
0.426119	173.261939
0.256422	282.764186
0.552578	736.162568
0.101661	141.480534
0.475634	534.434714
0.329827	418.408999
0.535655	479.270172
0.653695	623.192933
0.471012	394.370863
0.602102	756.074016
0.489135	338.970064
0.484221	119.049679
0.638472	708.776999
0.625660	975.364200
0.591526	668.391801
0.391330	538.450214
0.504111	614.361854
0.349847	374.023662
0.462172	578.401697
0.479383	672.969778
0.606765	482.718739
0.627594	583.489439
0.449179	325.854341
0.136029	135.062150
0.616592	880.065654
0.317058	270.069666
0.533612	486.142430
0.153834	287.494999
0.442301	462.514450
0.655704	697.859190
0.256888	409.700389
0.453250	467.413787
0.397095	495.823355
0.630476	384.630725
0.619038	455.875105
0.358252	325.431460
0.236899	247.256154
0.535567	899.649516
0.412060	756.441739
0.551993	804.749382
0.168452	137.584986
0.285931	556.308231
0.557111	677.961030
0.342611	313.305913
0.615236	787.484365
0.209841	55.629446
0.344585	200.487163
0.659560	884.859401
0.457414	557.797017
0.562998	509.356211
0.322925	347.885506
0.529116	812.232736
0.571107	657.707182
0.400914	385.869378
0.605863	388.260424
0.526685	441.258265
0.437501	822.613883
0.509085	495.720768
0.516513	527.434180
0.310772	350.597240
0.443780	666.288648
0.415576	472.216414
0.442942	577.095015
0.583164	563.444672
0.478682	157.301619
0.641571	971.023785
0.389949	673.332360
0.449668	759.988622
0.591915	944.122786
0.504513	691.169289
0.504910	614.990450
0.202700	332.499562
0.441884	499.977955
0.377377	201.645188
0.659797	638.260708
0.397726	750.026757
0.623910	569.564251
0.553484	797.300602
0.414329	206.384612
0.503527	449.875928
0.609681	556.865025
0.623548	325.933625
0.306991	155.152434
0.413660	300.952456
0.411486	596.677298
0.185771	52.619204
0.524725	450.617901
0.614337	168.288240
0.433971	538.697098
0.575934	663.188716
0.535776	622.280179
0.431176	389.746631
0.292132	186.678515
0.565237	720.926324
0.614254	815.834943
0.556927	357.024879
0.136503	146.486898
0.345059	242.536418
0.223525	123.195819
0.514049	643.532300
0.581582	617.219662
0.266169	167.659415
0.608962	559.012525
0.508248	873.353193
0.558392	781.510040
0.651225	930.324747
0.239598	262.180607
0.629248	729.237440
0.279836	260.362640
0.439281	221.685969
0.613238	586.523993
0.630846	708.807836
0.488557	411.321661
0.523155	739.506576
0.564823	378.449900
0.607132	564.167304
0.275898	145.334755
0.599639	581.366747
0.478153	174.943077
0.465087	370.293240
0.453342	429.563058
0.489718	491.916344
0.643049	694.277847
0.505374	410.601728
0.645580	685.515048
0.321280	338.717998
0.570421	490.635321
0.600359	810.723162
0.554522	591.169865
0.528008	469.480703
0.511884	837.503240
0.616319	851.099491
0.603473	1066.094569
0.276570	359.740407
0.612309	588.433509
0.448931	356.320674
0.367678	458.732555
0.619176	1067.312559
0.456950	540.647843
0.599073	867.878749
0.373245	315.480307
0.080208	90.592258
0.484064	754.097568
0.256438	363.530938
0.580863	1012.291953
0.380352	511.514998
0.462054	468.613026
0.243156	269.498058
0.386160	613.185027
0.590075	639.774715
0.300354	214.910659
0.542946	525.347804
0.634381	670.446658
0.554776	318.128923
0.599955	767.786732
0.264693	126.460599
0.365955	350.481191
0.627120	822.371246
0.567266	571.921057
0.540155	760.128089
0.548991	488.327458
0.448990	779.906456
0.189751	119.012900
0.591069	264.942391
0.554373	798.228780
0.474583	618.696565
0.628783	520.565319
0.411956	790.162791
0.390295	409.730084
0.620152	982.828074
0.595279	615.528807
0.492069	500.694551
0.283727	269.189368
0.344325	281.265912
0.546255	628.030469
0.435596	421.523885
0.608351	298.874406
0.644578	535.691824
0.598165	456.967707
0.432073	647.568790
0.592497	688.511911
0.419522	551.040712
0.311911	585.729050
0.170842	233.526369
0.435912	825.665033
0.629990	570.359237
0.359024	240.160986
0.338854	341.539986
0.650737	671.606652
0.153908	307.936388
0.591520	647.504418
0.404465	330.154491
0.178167	278.587204
0.634500	665.224724
0.290999	171.291872
0.506783	573.164569
0.379230	618.636257
0.218300	367.139054
0.197825	236.389833
0.270663	240.574312
0.225766	89.753592
0.582976	614.813326
0.479949	613.784680
0.415310	369.792240
0.450866	336.304404
0.638009	967.435352
0.632271	843.506413
0.567466	663.380535
0.623970	455.340823
0.403581	230.240681
0.433752	225.975325
0.530559	610.768112
0.534261	332.680614
0.478330	689.547655
0.442829	932.974789
0.655772	619.361824
0.603300	626.352984
0.458254	569.408137
0.571519	905.285841
0.376720	594.786288
0.256381	89.306463
0.420006	266.881044
0.443890	583.692317
0.132766	193.080251
0.601206	406.192261
0.423296	440.713309
0.517922	684.734465
0.228791	145.449413
0.317566	499.785911
0.625573	332.987927
0.528672	730.171668
0.644680	735.218095
0.659618	600.078371
0.429377	543.838361
0.392687	586.784248
0.615485	954.699607
0.659576	615.404482
0.536495	647.740680
0.594661	670.792070
0.590161	620.553778
0.421425	693.851553
0.515552	49.988548
0.607230	508.206732
0.557732	592.578631
0.144977	71.989320
0.412229	661.303396
0.294836	374.902578
0.355403	353.003279
0.630603	834.573126
0.177134	178.671195
0.347299	387.898364
0.398361	42.706695
0.531746	481.193635
0.499774	319.637808
0.346340	441.337600
0.309827	312.065130
0.357712	282.429814
0.486980	484.303964
0.377626	249.524977
0.643845	966.490826
0.470782	205.545291
0.210112	372.853177
0.572205	603.524522
0.408272	493.430137
0.545258	463.925553
0.382296	699.406641
0.514188	420.910639
0.586918	673.722586
0.637714	1175.630751
0.371949	571.183438
0.411302	431.611184
0.470954	911.780229
0.637452	776.943772
0.629300	490.211784
0.246113	219.445894
0.284719	230.200543
0.484084	447.660839
0.262510	369.698511
0.416640	461.810847
0.297887	90.017935
0.538861	788.349726
0.644434	569.008206
0.659003	1261.934621
0.430983	741.261592
0.525019	846.121726
0.614807	814.499643
0.272354	177.733731
0.558248	604.377496
0.446565	325.188183
0.338617	251.666965
0.443789	508.783389
0.231077	54.124076
0.560324	947.913120
0.367125	603.063497
0.399319	362.008877
0.275525	284.383910
0.617526	625.273033
0.483229	723.462524
0.514731	624.525494
0.513679	419.355066
0.447313	452.016344
0.329644	321.248041
0.577690	951.613251
0.280643	227.463231
0.259928	92.278389
0.565526	832.845939
0.340351	556.337630
0.396897	616.263191
0.475607	504.651580
0.464536	551.890334
0.564975	617.982059
0.534189	272.710017
0.541934	605.193355
0.566898	194.135341
0.389377	335.399590
0.404958	680.069609
0.459581	382.169704
0.397259	680.409428
0.655391	557.285163
0.600961	536.531646
0.310129	368.616089
0.090682	159.398355
0.186956	197.894858
0.362041	569.166665
0.269531	68.757341
0.499468	784.895690
